fips,ps_wtotl,do_psdel,state,cluster_model1,color
17063,3.41,3.18,IL,36,red
17001,10.35,5.1,IL,26,red
17003,1.61,0.49,IL,4,red
17005,1.3,1.27,IL,4,red
17007,3.56,3.31,IL,36,red
17009,0.04,0.32,IL,4,red
17011,2.96,2.04,IL,36,red
17013,0.41,0.37,IL,4,red
17015,1.03,0.7,IL,4,red
17017,1.1,0.81,IL,4,red
17019,24.42,15.18,IL,29,red
17021,2.55,2.43,IL,36,red
17023,1.6,1.25,IL,4,red
17025,0.01,0.8,IL,4,red
17027,6.98,2.8,IL,36,red
17029,4.1,3.94,IL,36,red
17033,2.18,1.28,IL,4,red
17035,0.27,0.37,IL,4,red
17037,7.64,7.75,IL,23,red
17039,1.31,0.88,IL,4,red
17041,0.67,1.22,IL,4,red
17043,6.8,68.89,IL,47,purple
17045,1.58,0.92,IL,4,red
17047,0.04,0.49,IL,4,red
17049,2.06,1.85,IL,4,red
17061,0.7,0.91,IL,4,red
17053,1.44,0.83,IL,4,red
1031,6.34,3.53,AL,36,red
1033,8.26,4.27,AL,26,red
1035,1.32,0.41,AL,4,red
1037,0.27,0.39,AL,4,red
1039,4.09,1.81,AL,36,red
1105,2.02,0.43,AL,4,red
1107,3.0,1.33,AL,4,red
1109,4.58,2.33,AL,36,red
1111,1.22,0.64,AL,4,red
1113,8.45,4.9,AL,23,red
1115,8.93,5.11,AL,26,red
1117,14.21,11.84,AL,16,red
1119,2.06,0.71,AL,4,red
1121,16.0,5.52,AL,26,red
1123,11.87,2.32,AL,26,red
1125,31.43,12.29,AL,46,red
1127,43.88,3.52,AL,25,red
1129,2.81,0.6,AL,4,red
1131,2.8,0.34,AL,4,red
1133,0.81,1.33,AL,4,red
1001,3.64,2.71,AL,36,red
18171,0.43,0.21,IN,4,red
18169,3.48,1.49,IN,36,red
18167,12.2,6.04,IN,26,red
18165,1.25,0.96,IN,4,red
18099,2.85,1.62,IN,36,red
18097,111.3,65.23,IN,31,purple
18095,14.98,7.03,IN,16,red
18093,5.05,3.08,IN,36,red
18087,0.97,0.54,IN,4,red
18085,3.33,1.78,IN,36,red
18083,4.2,2.39,IN,36,red
18081,10.04,9.38,IN,23,red
18079,1.03,1.58,IN,4,red
18077,5.63,2.27,IN,36,red
18075,1.52,0.91,IN,4,red
18071,5.39,2.3,IN,36,red
18069,3.73,1.78,IN,36,red
18067,8.47,4.54,IN,26,red
18065,4.68,2.25,IN,36,red
18063,5.1,7.75,IN,23,red
18061,2.64,2.47,IN,36,red
18059,3.18,2.27,IN,36,red
18057,35.69,18.75,IN,46,red
18055,2.87,1.99,IN,36,red
18053,3.95,3.66,IN,36,red
18051,1.71,2.15,IN,4,red
18049,1.07,0.68,IN,4,red
18047,2.62,0.88,IN,4,red
18045,0.88,0.71,IN,4,red
18043,1.21,5.62,IN,23,red
18001,2.31,1.53,IN,4,red
18003,35.7,23.75,IN,11,red
18005,9.49,4.27,IN,26,red
18007,0.4,0.42,IN,4,red
18009,1.04,0.64,IN,4,red
18011,2.01,2.85,IN,36,red
18013,0.0,0.87,IN,4,red
18015,1.31,0.44,IN,4,red
18017,5.94,1.63,IN,36,red
18019,22.11,8.44,IN,16,red
18183,1.38,0.94,IN,4,red
18023,3.68,1.58,IN,36,red
18025,1.64,0.52,IN,4,red
18027,3.55,1.81,IN,36,red
18029,4.41,3.21,IN,36,red
18031,2.59,1.13,IN,4,red
18033,3.17,1.92,IN,36,red
18035,9.58,6.38,IN,23,red
18037,5.84,2.9,IN,36,red
18039,12.95,8.46,IN,16,red
18041,2.42,1.32,IN,4,red
18177,5.01,3.8,IN,36,red
18179,2.44,1.05,IN,4,red
18181,0.97,0.76,IN,4,red
18021,0.33,1.36,IN,4,red
18173,2.7,4.32,IN,36,red
18137,1.19,1.49,IN,4,red
21111,133.75,53.35,KY,32,purple
21113,5.34,3.33,KY,36,red
21115,2.48,1.31,KY,4,red
21117,0.0,10.89,KY,0,red
21119,1.84,0.51,KY,4,red
21121,0.3,1.74,KY,4,red
21123,0.67,0.64,KY,4,red
21109,1.47,0.89,KY,4,red
21127,1.49,0.46,KY,4,red
21131,1.06,0.47,KY,4,red
21133,1.61,1.06,KY,4,red
21135,2.42,0.59,KY,4,red
21137,2.11,1.49,KY,4,red
21139,1.66,0.57,KY,4,red
21141,0.0,1.61,KY,4,red
21143,2.67,0.51,KY,4,red
21145,8.21,4.29,KY,23,red
21147,1.96,1.03,KY,4,red
21149,0.69,0.62,KY,4,red
28089,16.52,10.27,MS,16,red
28087,8.37,4.35,MS,26,red
28085,4.04,1.69,MS,36,red
28083,4.15,2.75,MS,36,red
28081,4.29,7.56,MS,23,red
28079,2.21,1.85,MS,4,red
28077,1.72,1.14,MS,4,red
28075,10.95,7.18,MS,26,red
28073,5.92,4.99,MS,23,red
28071,5.28,4.06,MS,36,red
28069,1.78,0.97,MS,4,red
28067,11.75,6.3,MS,26,red
28065,1.45,1.08,MS,4,red
28063,0.72,0.73,MS,4,red
28057,10.39,1.83,MS,26,red
28055,0.12,0.13,MS,4,red
28053,0.92,0.84,MS,4,red
28051,2.2,1.8,MS,4,red
28049,50.54,22.35,MS,11,red
28043,3.96,2.11,MS,36,red
28041,1.86,0.91,MS,4,red
28039,1.23,1.2,MS,4,red
28037,0.98,0.58,MS,4,red
28033,19.51,15.72,MS,29,red
28031,1.86,1.19,MS,4,red
28029,3.79,2.42,MS,36,red
47189,15.58,9.97,TN,16,red
47185,2.81,2.01,TN,36,red
47043,5.24,3.82,TN,36,red
47105,13.14,3.64,TN,26,red
47001,10.69,5.75,TN,26,red
47003,6.03,3.75,TN,36,red
47005,1.25,0.8,TN,4,red
47007,2.19,0.38,TN,4,red
47011,13.74,7.65,TN,16,red
47013,3.33,2.86,TN,36,red
47015,0.68,0.73,TN,4,red
47017,2.48,1.35,TN,4,red
47021,2.93,3.05,TN,36,red
47023,0.93,0.71,TN,4,red
47025,2.98,1.85,TN,36,red
47027,0.86,0.59,TN,4,red
47031,5.76,3.91,TN,36,red
47033,1.56,1.05,TN,4,red
47035,5.71,4.58,TN,23,red
47037,134.11,54.82,TN,32,purple
47039,1.37,0.9,TN,4,red
47041,2.17,1.51,TN,4,red
47045,2.71,2.95,TN,36,red
47047,1.47,1.48,TN,4,red
47049,1.65,1.32,TN,4,red
47051,4.27,3.33,TN,36,red
47053,3.8,3.11,TN,36,red
47055,3.0,2.19,TN,36,red
47057,0.0,0.84,TN,4,red
47061,1.63,1.09,TN,4,red
47063,9.18,5.08,TN,26,red
47065,60.03,28.44,TN,35,purple
47067,0.21,0.18,TN,4,red
47069,2.2,1.11,TN,4,red
47071,2.63,2.01,TN,36,red
47073,3.42,2.87,TN,36,red
47075,1.49,1.13,TN,4,red
47077,0.31,2.25,TN,4,red
47079,2.11,1.49,TN,4,red
47081,2.38,1.45,TN,4,red
47083,1.0,0.57,TN,4,red
47085,2.22,0.86,TN,4,red
47087,0.56,0.49,TN,4,red
47089,5.28,3.1,TN,36,red
47091,1.7,0.86,TN,4,red
47093,64.33,36.26,TN,48,purple
47095,1.11,0.39,TN,4,red
47097,2.53,2.16,TN,36,red
47099,4.06,2.82,TN,36,red
38023,0.0,0.18,ND,4,red
38027,0.98,0.17,ND,4,red
38029,0.43,0.23,ND,4,red
38031,0.43,0.24,ND,4,red
38033,0.0,0.13,ND,4,red
38035,8.78,5.51,ND,23,red
38037,0.0,0.16,ND,4,red
38039,0.38,0.16,ND,4,red
38041,0.0,0.19,ND,4,red
38043,0.09,0.16,ND,4,red
38045,0.01,0.28,ND,4,red
38047,0.09,0.14,ND,4,red
38049,0.97,0.41,ND,4,red
38051,0.26,0.2,ND,4,red
38055,0.61,0.7,ND,4,red
38057,6.67,0.66,ND,36,red
38061,0.52,0.75,ND,4,red
38063,1.33,0.21,ND,4,red
38065,0.0,0.12,ND,4,red
38067,1.1,0.51,ND,4,red
38069,0.75,0.31,ND,4,red
38071,0.0,0.84,ND,4,red
38073,1.02,0.39,ND,4,red
38075,0.0,0.18,ND,4,red
38079,1.59,1.0,ND,4,red
38081,0.28,0.27,ND,4,red
38083,0.01,0.09,ND,4,red
38087,0.03,0.05,ND,4,red
38089,0.0,2.43,ND,4,red
38091,0.67,0.13,ND,4,red
38093,3.32,1.58,ND,36,red
38095,0.19,0.16,ND,4,red
38097,0.92,0.57,ND,4,red
34009,13.61,2.08,NJ,26,red
34025,71.17,45.4,NJ,48,purple
34001,30.2,15.4,NJ,46,red
34029,52.45,36.91,NJ,35,purple
34033,4.24,2.41,NJ,36,red
34011,15.72,7.86,NJ,16,red
24041,2.24,1.3,MD,4,red
24041,2.24,1.3,MD,4,red
24029,1.09,0.63,MD,4,red
24015,3.6,2.82,MD,36,red
51830,0.0,1.2,VA,4,red
51710,0.28,19.71,VA,0,red
51740,60.83,7.7,VA,45,red
51710,0.28,19.71,VA,0,red
24035,1.77,1.2,MD,4,red
8031,163.27,109.75,CO,27,purple
6083,49.94,29.59,CA,35,purple
6071,337.7,217.55,CA,21,green
22101,9.32,5.08,LA,26,red
47101,1.31,0.74,TN,4,red
47103,4.33,2.52,TN,36,red
47107,3.81,3.04,TN,36,red
47109,2.54,1.89,TN,36,red
47111,2.09,1.6,TN,4,red
47113,15.74,6.89,TN,16,red
47115,3.42,1.99,TN,36,red
47117,2.69,1.98,TN,36,red
47167,3.35,4.85,TN,23,red
47127,0.54,0.29,TN,4,red
47125,22.4,15.4,TN,29,red
47121,0.66,0.47,TN,4,red
47119,12.33,6.82,TN,26,red
47131,4.62,2.47,TN,36,red
47129,1.35,1.01,TN,4,red
28045,4.39,2.87,MS,36,red
26089,0.5,0.33,MI,4,red
18089,76.05,33.59,IN,24,purple
18091,9.35,5.32,IN,26,red
26021,12.42,6.2,MI,26,red
26159,3.55,1.51,MI,36,red
26005,4.03,2.0,MI,36,red
26007,2.02,0.87,MI,4,red
26151,1.56,1.3,MI,4,red
26099,3.97,55.58,MI,14,purple
26147,137.89,7.97,MI,28,purple
26053,1.48,0.81,MI,4,red
1017,4.2,1.74,AL,36,red
26115,9.27,9.83,MI,23,red
1025,2.58,1.19,AL,4,red
28059,14.5,8.39,MS,16,red
1067,1.66,0.81,AL,4,red
47123,5.62,2.78,TN,36,red
47029,4.72,1.71,TN,36,red
47155,11.48,4.49,TN,26,red
47019,7.07,3.39,TN,36,red
47059,8.92,5.42,TN,23,red
47009,13.94,9.04,TN,16,red
47139,0.87,0.46,TN,4,red
1003,23.67,12.78,AL,29,red
26163,466.55,127.52,MI,17,green
28047,20.84,16.49,MS,29,red
26083,0.05,0.03,MI,4,red
26105,2.45,0.81,MI,4,red
26127,1.16,0.31,MI,4,red
26127,1.16,0.31,MI,4,red
26121,16.08,6.45,MI,16,red
26121,16.08,6.45,MI,16,red
26139,88.23,12.79,MI,8,purple
26139,88.23,12.79,MI,8,purple
26013,0.51,0.33,MI,4,red
26103,5.16,2.91,MI,36,red
26031,0.98,0.38,MI,4,red
26029,2.66,1.08,MI,4,red
26055,7.33,2.83,MI,36,red
26041,2.81,1.17,MI,4,red
26095,0.5,0.21,MI,4,red
26097,1.29,0.23,MI,4,red
26153,0.35,0.29,MI,4,red
26141,0.46,0.31,MI,4,red
26109,1.07,0.63,MI,4,red
26003,0.41,0.27,MI,4,red
26131,0.44,0.23,MI,4,red
26061,3.87,1.81,MI,36,red
26009,1.19,0.59,MI,4,red
26011,42.16,0.5,MI,25,red
26017,8.97,6.13,MI,23,red
26157,1.89,0.92,MI,4,red
26063,2.58,0.94,MI,4,red
26047,3.84,1.2,MI,36,red
26019,0.68,0.24,MI,4,red
1097,66.1,35.57,AL,48,purple
26105,2.45,0.81,MI,4,red
28113,5.89,3.14,MS,36,red
5003,1.2,1.84,AR,4,red
5005,3.46,2.64,AR,36,red
5007,64.74,22.09,AR,24,purple
5001,1.18,1.64,AR,4,red
5011,0.21,0.99,AR,4,red
5013,0.24,0.47,AR,4,red
5015,8.6,2.16,AR,36,red
5017,0.62,0.98,AR,4,red
5019,1.84,1.93,AR,4,red
5021,0.91,1.34,AR,4,red
5023,11.15,2.27,AR,26,red
5025,0.5,0.74,AR,4,red
5027,2.15,2.15,AR,36,red
5029,4.16,1.87,AR,36,red
5031,14.12,8.95,AR,16,red
5033,28.86,4.96,AR,25,red
5035,7.13,4.36,AR,23,red
5037,1.81,1.54,AR,4,red
5039,0.18,0.68,AR,4,red
5041,0.43,1.06,AR,4,red
5043,2.22,1.53,AR,4,red
5045,0.15,10.69,AR,0,red
5047,3.0,1.47,AR,36,red
5049,1.4,0.8,AR,4,red
5051,16.07,8.58,AR,16,red
5053,1.01,1.49,AR,4,red
19185,0.0,0.3,IA,4,red
19183,1.81,1.28,IA,4,red
19181,1.0,3.02,IA,36,red
19179,7.94,1.79,IA,36,red
19177,0.0,0.22,IA,4,red
19175,4.15,0.61,IA,36,red
19173,0.0,0.26,IA,4,red
19171,2.66,0.69,IA,4,red
19169,8.42,5.71,IA,23,red
19167,9.13,2.02,IA,36,red
19165,1.96,0.52,IA,4,red
19095,1.05,0.75,IA,4,red
19093,0.42,0.31,IA,4,red
19091,0.94,0.45,IA,4,red
19089,0.54,0.37,IA,4,red
19087,2.04,1.13,IA,4,red
19085,0.92,0.52,IA,4,red
19083,1.47,0.84,IA,4,red
19081,0.58,0.48,IA,4,red
19079,1.14,0.75,IA,4,red
19077,0.85,0.44,IA,4,red
19075,0.26,0.55,IA,4,red
19073,0.66,0.42,IA,4,red
19071,0.5,0.27,IA,4,red
19069,0.67,0.45,IA,4,red
19067,2.22,0.7,IA,4,red
19065,1.12,0.9,IA,4,red
19063,1.17,0.5,IA,4,red
19061,7.71,5.26,IA,23,red
19059,2.07,0.84,IA,4,red
19057,5.76,2.43,IA,36,red
19055,0.88,0.6,IA,4,red
19001,0.67,0.29,IA,4,red
19003,1.0,0.23,IA,4,red
19005,0.91,0.48,IA,4,red
19007,6.65,0.52,IA,36,red
19009,0.24,0.21,IA,4,red
19011,1.26,1.1,IA,4,red
19013,16.56,8.05,IA,16,red
19015,2.39,1.59,IA,4,red
19017,1.51,1.15,IA,4,red
19019,1.2,0.84,IA,4,red
19021,3.57,1.08,IA,36,red
19023,0.83,0.6,IA,4,red
19025,1.02,0.48,IA,4,red
19027,2.04,1.27,IA,4,red
19029,1.23,0.65,IA,4,red
19031,1.04,0.73,IA,4,red
19033,6.5,2.48,IA,36,red
19035,1.93,0.63,IA,4,red
19037,1.06,0.47,IA,4,red
19039,1.19,0.54,IA,4,red
19041,2.27,1.04,IA,4,red
19043,0.73,0.64,IA,4,red
17129,0.81,0.83,IL,4,red
17131,0.88,0.77,IL,4,red
17133,0.37,2.03,IL,4,red
17135,2.69,2.0,IL,36,red
17137,0.31,2.63,IL,4,red
17139,0.17,0.9,IL,4,red
17141,5.09,2.57,IL,36,red
17143,23.98,13.37,IL,29,red
17145,0.7,1.38,IL,4,red
17147,1.12,0.95,IL,4,red
17149,1.9,1.26,IL,4,red
17151,0.0,0.33,IL,4,red
17153,0.17,0.26,IL,4,red
17155,0.46,0.31,IL,4,red
17051,1.27,1.43,IL,4,red
17157,2.43,2.16,IL,36,red
17159,1.42,1.02,IL,4,red
17161,17.39,11.54,IL,16,red
17163,17.32,15.64,IL,29,red
17165,0.0,1.66,IL,4,red
17167,23.21,13.3,IL,29,red
17169,0.92,0.55,IL,4,red
17171,4.82,0.34,IL,36,red
17173,1.65,1.01,IL,4,red
17175,0.59,0.29,IL,4,red
17177,3.85,2.62,IL,36,red
17179,14.72,10.07,IL,16,red
17181,1.28,1.02,IL,4,red
17183,8.95,4.82,IL,26,red
17185,1.75,0.8,IL,4,red
17187,2.75,1.0,IL,4,red
17189,0.63,0.7,IL,4,red
17191,1.12,1.28,IL,4,red
17193,1.08,0.93,IL,4,red
17195,3.62,3.06,IL,36,red
17197,35.06,43.76,IL,5,purple
17199,1.22,3.55,IL,36,red
17055,15.39,3.03,IL,26,red
17057,2.55,2.24,IL,36,red
17059,3.25,0.38,IL,4,red
17071,8.82,0.52,IL,36,red
17069,0.13,0.33,IL,4,red
17067,1.32,1.0,IL,4,red
17065,0.0,0.65,IL,4,red
17103,3.94,2.16,IL,36,red
17095,0.49,3.63,IL,36,red
27077,0.17,0.04,MN,4,red
27073,0.37,0.17,MN,4,red
27003,108.23,16.2,MN,8,purple
27009,2.08,1.22,MN,4,red
27015,1.07,1.11,MN,4,red
27137,35.28,6.67,MN,25,red
27019,8.32,5.11,MN,23,red
27023,1.17,0.42,MN,4,red
27025,2.0,1.16,MN,4,red
27033,1.76,0.69,MN,4,red
27035,3.4,1.06,MN,4,red
27037,40.71,26.88,MN,11,red
27039,0.92,0.55,MN,4,red
27041,2.2,0.53,MN,4,red
27043,0.92,0.55,MN,4,red
27045,1.28,0.5,MN,4,red
27047,3.49,1.0,MN,36,red
27049,3.09,1.43,MN,36,red
27051,0.31,0.19,MN,4,red
27053,73.39,69.14,MN,49,purple
27055,0.86,0.48,MN,4,red
27057,0.67,0.15,MN,4,red
27059,1.32,0.76,MN,4,red
27063,0.56,0.59,MN,4,red
27065,0.38,0.17,MN,4,red
27067,4.56,1.21,MN,36,red
27069,0.56,0.18,MN,4,red
27079,2.32,0.73,MN,4,red
27081,0.99,0.26,MN,4,red
27083,2.7,1.14,MN,4,red
27085,2.74,1.36,MN,4,red
27087,0.27,0.1,MN,4,red
27091,1.61,0.75,MN,4,red
27093,1.25,0.5,MN,4,red
27095,0.43,0.39,MN,4,red
27097,1.95,0.62,MN,4,red
27099,5.87,1.66,MN,36,red
27101,0.55,0.31,MN,4,red
27103,4.22,1.29,MN,36,red
27105,2.15,0.91,MN,4,red
27107,0.29,0.18,MN,4,red
27109,12.86,6.02,MN,26,red
27113,1.07,0.4,MN,4,red
27115,0.85,0.26,MN,4,red
27117,1.81,0.5,MN,4,red
27121,0.55,0.1,MN,4,red
27123,52.58,21.4,MN,11,red
27125,0.64,0.1,MN,4,red
27127,0.97,0.47,MN,4,red
27129,1.02,0.6,MN,4,red
27131,5.54,2.23,MN,36,red
27133,1.51,0.41,MN,4,red
27135,0.71,0.28,MN,4,red
27139,7.84,6.68,MN,23,red
27141,4.95,2.62,MN,36,red
27143,1.45,0.45,MN,4,red
27145,14.58,6.76,MN,26,red
27147,4.04,1.72,MN,36,red
27149,0.79,0.37,MN,4,red
27151,0.79,0.56,MN,4,red
27153,1.18,0.39,MN,4,red
27155,0.2,0.15,MN,4,red
27157,1.85,0.7,MN,4,red
27159,0.93,0.53,MN,4,red
27161,1.67,0.56,MN,4,red
27163,19.23,13.97,MN,29,red
27165,1.29,0.3,MN,4,red
27169,3.76,1.66,MN,36,red
27171,8.09,5.49,MN,23,red
27173,2.24,0.48,MN,4,red
27011,0.49,0.17,MN,4,red
27013,6.23,2.53,MN,36,red
29011,1.83,1.05,MO,4,red
29013,1.21,1.19,MO,4,red
29015,0.71,0.61,MO,4,red
29017,0.16,0.22,MO,4,red
29019,17.85,17.32,MO,29,red
29021,0.0,9.78,MO,0,red
29023,1.38,3.01,MO,36,red
29025,0.34,0.38,MO,4,red
29027,3.6,3.0,MO,36,red
29029,3.87,2.54,MO,36,red
29031,7.86,6.08,MO,23,red
29033,0.81,0.66,MO,4,red
29035,0.46,0.27,MO,4,red
29037,1.55,10.08,MO,0,red
29039,0.86,0.66,MO,4,red
29041,0.37,0.44,MO,4,red
29043,6.55,3.95,MO,36,red
29045,0.69,0.43,MO,4,red
29047,124.21,23.53,MO,28,purple
29049,0.3,1.81,MO,4,red
29051,8.18,6.48,MO,23,red
29053,1.33,1.21,MO,4,red
29055,1.28,0.78,MO,4,red
29061,0.59,0.81,MO,4,red
29063,0.14,1.11,MO,4,red
29065,0.9,0.54,MO,4,red
29067,0.56,0.33,MO,4,red
29069,3.06,2.77,MO,36,red
29071,6.94,5.26,MO,23,red
29073,0.82,0.64,MO,4,red
29075,0.62,0.52,MO,4,red
29077,33.2,23.75,MO,11,red
29079,1.34,1.01,MO,4,red
29081,0.91,0.52,MO,4,red
29083,2.0,1.89,MO,4,red
29085,0.31,0.25,MO,4,red
29087,0.4,0.38,MO,4,red
29089,1.04,0.79,MO,4,red
29091,3.01,1.34,MO,4,red
29093,0.42,0.31,MO,4,red
29095,26.9,75.58,MO,30,purple
29099,28.68,15.84,MO,29,red
29101,5.14,3.51,MO,36,red
29103,0.0,0.26,MO,4,red
29105,3.79,2.73,MO,36,red
29107,2.31,2.27,MO,36,red
29009,4.57,1.77,MO,36,red
29111,0.69,0.68,MO,4,red
29113,2.51,2.24,MO,36,red
29115,2.1,0.68,MO,4,red
29117,1.89,1.35,MO,4,red
29119,1.86,1.17,MO,4,red
29121,1.86,1.22,MO,4,red
29123,0.62,0.52,MO,4,red
29125,0.3,0.22,MO,4,red
29127,3.66,2.29,MO,36,red
29129,0.13,0.17,MO,4,red
29131,0.78,0.62,MO,4,red
29133,1.9,1.17,MO,4,red
29135,1.47,0.89,MO,4,red
29137,4.71,0.78,MO,36,red
29139,0.44,0.41,MO,4,red
29141,0.7,0.67,MO,4,red
29143,1.95,1.12,MO,4,red
29145,4.33,1.37,MO,36,red
29147,1.88,1.9,MO,4,red
29149,0.88,0.29,MO,4,red
29151,0.55,0.46,MO,4,red
29153,0.24,0.12,MO,4,red
29155,2.13,1.75,MO,4,red
29157,1.48,1.21,MO,4,red
29159,3.55,2.44,MO,36,red
29161,2.83,2.85,MO,36,red
29163,1.13,1.26,MO,4,red
29165,2.42,8.62,MO,23,red
29167,1.31,1.63,MO,4,red
29169,5.85,5.81,MO,23,red
29171,0.25,0.34,MO,4,red
29173,0.0,0.79,MO,4,red
29175,1.12,1.49,MO,4,red
29177,2.36,1.79,MO,4,red
29179,0.13,0.11,MO,4,red
29181,0.63,0.65,MO,4,red
29183,17.94,32.43,MO,37,red
29185,0.32,0.21,MO,4,red
29186,1.43,0.94,MO,4,red
29187,5.07,4.04,MO,36,red
29189,226.2,84.52,MO,2,purple
29195,2.88,1.9,MO,36,red
29197,0.0,0.27,MO,4,red
29199,0.15,0.34,MO,4,red
29201,5.94,3.36,MO,36,red
29203,0.44,0.24,MO,4,red
29205,0.23,0.48,MO,4,red
29207,3.23,1.93,MO,36,red
29209,3.15,1.76,MO,36,red
29211,0.65,0.64,MO,4,red
29213,8.29,6.72,MO,23,red
29215,1.72,1.33,MO,4,red
29217,2.02,1.83,MO,4,red
29219,1.63,2.11,MO,4,red
29221,0.66,0.45,MO,4,red
29223,1.33,0.44,MO,4,red
29225,1.11,1.24,MO,4,red
29227,0.01,0.16,MO,4,red
29229,0.97,0.77,MO,4,red
29510,92.67,26.83,MO,24,purple
29057,0.37,0.21,MO,4,red
29059,0.47,0.34,MO,4,red
29001,2.5,2.16,MO,36,red
29003,18.06,1.54,MO,26,red
29005,0.49,0.31,MO,4,red
29007,2.16,1.84,MO,4,red
29109,2.77,1.61,MO,36,red
55079,114.35,52.26,WI,41,purple
55101,19.14,10.37,WI,16,red
55001,0.81,0.43,WI,4,red
55005,4.48,1.31,WI,36,red
55011,0.4,0.27,WI,4,red
55013,0.36,0.2,WI,4,red
55015,10.93,1.86,WI,26,red
55017,6.96,1.51,WI,36,red
55019,1.23,0.52,WI,4,red
55021,3.56,1.78,WI,36,red
55023,1.43,0.5,WI,4,red
55025,43.49,26.74,WI,11,red
55027,6.3,3.83,WI,36,red
55033,2.39,1.04,WI,4,red
55035,7.4,4.89,WI,23,red
55037,0.08,0.04,WI,4,red
55039,7.93,5.76,WI,23,red
55041,0.4,0.24,WI,4,red
55043,3.39,1.59,WI,36,red
55045,2.66,1.07,WI,4,red
55047,0.35,0.51,WI,4,red
55049,1.01,0.77,WI,4,red
55053,0.96,0.5,WI,4,red
55055,5.71,2.95,WI,36,red
55057,1.7,0.48,WI,4,red
55063,14.23,5.77,WI,26,red
55065,0.97,0.42,WI,4,red
55067,1.16,0.46,WI,4,red
55069,1.38,0.74,WI,4,red
55073,10.98,2.55,WI,26,red
55077,0.16,0.1,WI,4,red
55137,1.14,0.3,WI,4,red
55078,0.32,0.27,WI,4,red
55081,3.56,1.83,WI,36,red
55085,2.03,0.52,WI,4,red
55087,6.13,8.62,WI,23,red
55091,0.39,0.18,WI,4,red
55135,4.94,1.68,WI,36,red
55133,19.63,16.99,WI,29,red
55129,0.63,0.34,WI,4,red
55127,7.35,3.98,WI,23,red
55125,0.48,0.28,WI,4,red
55123,1.09,0.58,WI,4,red
55121,2.94,0.76,WI,4,red
55119,0.6,0.27,WI,4,red
55115,2.42,0.99,WI,4,red
55113,0.64,0.37,WI,4,red
55111,7.23,2.27,WI,36,red
55109,4.43,2.75,WI,36,red
55107,0.48,0.23,WI,4,red
55105,16.71,8.4,WI,16,red
55103,1.18,0.37,WI,4,red
55099,1.02,0.25,WI,4,red
55097,8.69,2.41,WI,36,red
55095,2.02,0.83,WI,4,red
55093,2.0,1.04,WI,4,red
55139,13.99,7.31,WI,16,red
55141,4.73,2.25,WI,36,red
55059,14.86,8.82,WI,16,red
55131,7.91,4.65,WI,23,red
17097,59.65,49.36,IL,5,purple
17031,834.08,418.64,IL,6,orange
55071,15.68,3.88,WI,26,red
55009,19.19,12.27,WI,16,red
55029,1.36,0.6,WI,4,red
55061,0.87,0.41,WI,4,red
27027,4.92,2.39,MN,36,red
27071,0.71,0.3,MN,4,red
27075,0.78,0.32,MN,4,red
27031,0.29,0.04,MN,4,red
27021,0.54,0.26,MN,4,red
27001,0.27,0.09,MN,4,red
27061,2.02,0.88,MN,4,red
27111,3.44,1.22,MN,36,red
27005,1.66,0.67,MN,4,red
27029,0.22,0.09,MN,4,red
27119,8.57,1.02,MN,36,red
27089,0.45,0.31,MN,4,red
55031,0.03,1.13,WI,4,red
55051,0.21,0.25,WI,4,red
55007,0.37,0.23,WI,4,red
55003,0.99,0.57,WI,4,red
55075,2.57,1.02,WI,4,red
55083,1.36,0.46,WI,4,red
55089,5.11,3.54,WI,36,red
27167,0.29,0.16,MN,4,red
55117,15.8,4.75,WI,26,red
12027,33.2,1.21,FL,25,red
12111,29.37,20.94,FL,29,red
12051,3.31,1.85,FL,36,red
12049,1.64,1.06,FL,4,red
12055,7.49,5.01,FL,23,red
12097,42.19,29.79,FL,35,red
12105,67.54,47.89,FL,48,purple
12061,16.94,11.08,FL,16,red
12093,2.72,1.72,FL,36,red
12043,0.51,0.37,FL,4,red
12085,15.61,10.16,FL,16,red
12087,0.0,12.19,FL,0,red
12103,23.86,50.58,FL,47,purple
12115,20.17,22.03,FL,29,red
12115,20.17,22.03,FL,29,red
12011,233.65,153.74,FL,19,green
12021,51.82,35.6,FL,35,purple
12086,351.92,216.74,FL,21,green
12099,238.73,168.3,FL,19,green
5055,4.42,3.37,AR,36,red
5057,2.8,1.57,AR,36,red
5059,2.27,2.97,AR,36,red
5061,6.09,1.18,AR,36,red
5063,5.82,3.25,AR,36,red
5065,0.79,1.16,AR,4,red
5067,0.39,1.47,AR,4,red
5069,11.88,6.16,AR,26,red
5071,4.79,2.33,AR,36,red
5073,0.37,0.57,AR,4,red
5075,1.09,1.49,AR,4,red
5077,1.28,0.86,AR,4,red
5079,0.51,1.23,AR,4,red
5081,2.8,1.1,AR,4,red
5083,3.39,1.89,AR,36,red
5085,6.01,6.38,AR,23,red
5089,0.81,1.05,AR,4,red
5091,0.09,3.29,AR,4,red
5093,1.44,3.89,AR,36,red
5095,1.52,0.63,AR,4,red
5097,0.52,0.64,AR,4,red
5087,0.0,1.01,AR,4,red
5099,0.22,0.64,AR,4,red
5101,0.02,0.66,AR,4,red
5103,3.26,2.17,AR,36,red
5105,0.06,0.71,AR,4,red
5107,6.1,1.74,AR,36,red
5109,1.13,0.88,AR,4,red
5111,2.18,1.98,AR,36,red
5113,1.69,1.58,AR,4,red
5115,11.0,4.89,AR,26,red
