,STATE,COUNTYNAME,FIPS,LON,LAT
578,CO,Prowers,8099,-102.3933,37.9552
579,CO,San Juan,8111,-107.6761,37.764
580,CO,Sedgwick,8115,-102.3518,40.8758
581,CO,Washington,8121,-103.2013,39.971
582,CO,Yuma,8125,-102.4243,40.0029
583,KS,Grant,20067,-101.308,37.5622
584,KS,Washington,20201,-97.0874,39.7842
585,KS,Wichita,20203,-101.3474,38.4821
586,KS,Wilson,20205,-95.7434,37.5593
587,KS,Woodson,20207,-95.7402,37.8867
588,KS,Wabaunsee,20197,-96.2049,38.9533
589,KS,Wallace,20199,-101.7636,38.9166
590,MT,Beaverhead,30001,-112.8988,45.1328
591,MT,Blaine,30005,-108.9586,48.4327
592,MT,Broadwater,30007,-111.4955,46.3319
593,MT,Carter,30011,-104.5362,45.5168
594,MT,Cascade,30013,-111.3472,47.308
595,MT,Chouteau,30015,-110.4352,47.8806
596,MT,Custer,30017,-105.5718,46.2527
597,MT,Daniels,30019,-105.5485,48.7838
598,MT,Dawson,30021,-104.8994,47.2664
599,MT,Deer Lodge,30023,-113.0677,46.0608
600,MT,Fallon,30025,-104.4174,46.334
601,MT,Fergus,30027,-109.2243,47.2636
602,MT,Garfield,30033,-106.9928,47.2777
603,MT,Hill,30041,-110.1113,48.6282
604,VT,Essex,50009,-71.7364,44.7281
605,NY,Chautauqua,36013,-79.3664,42.2282
606,PR,Toa Baja,72137,-66.2144,18.4312
607,PR,Vega Baja,72145,-66.398,18.4284
608,NY,Suffolk,36103,-72.8573,40.878
609,MA,Bristol,25005,-71.1153,41.802
610,NY,Queens,36081,-73.8177,40.7067
611,NY,Queens,36081,-73.8481,40.7884
612,NY,Kings,36047,-73.9472,40.6447
613,NY,Jefferson,36045,-75.9102,44.0409
614,NH,Grafton,33009,-71.8205,43.9409
615,WV,Lewis,54041,-80.5022,38.9958
616,WV,Harrison,54033,-80.3798,39.2835
617,WV,Doddridge,54017,-80.7069,39.2692
618,GA,Wilkes,13317,-82.7432,33.782
619,GA,Wilcox,13315,-83.4322,31.9734
620,GA,Whitfield,13313,-84.9673,34.8056
621,GA,White,13311,-83.7472,34.6464
622,GA,Wheeler,13309,-82.7246,32.1171
623,GA,Webster,13307,-84.551,32.0466
624,GA,Wayne,13305,-81.9168,31.5515
625,GA,Washington,13303,-82.7959,32.9695
626,GA,Warren,13301,-82.6767,33.409
627,GA,Ware,13299,-82.4238,31.0534
628,GA,Walker,13295,-85.3009,34.7356
629,GA,Union,13291,-83.9907,34.8342
630,GA,Twiggs,13289,-83.4272,32.6672
631,GA,Turner,13287,-83.6242,31.7164
632,GA,Troup,13285,-85.0283,33.0335
633,GA,Treutlen,13283,-82.5673,32.4039
634,GA,Towns,13281,-83.7373,34.9166
635,GA,Toombs,13279,-82.3306,32.1206
636,GA,Tift,13277,-83.5266,31.4575
637,GA,Thomas,13275,-83.9194,30.8637
638,GA,Terrell,13273,-84.4368,31.7768
639,GA,Telfair,13271,-82.9389,31.9298
640,GA,Tattnall,13267,-82.0582,32.0458
641,GA,Taliaferro,13265,-82.8787,33.5662
642,GA,Talbot,13263,-84.533,32.6995
643,GA,Sumter,13261,-84.1971,32.04
644,GA,Stewart,13259,-84.8351,32.0785
645,GA,Stephens,13257,-83.2935,34.554
646,GA,Spalding,13255,-84.2841,33.2609
647,GA,Screven,13251,-81.6119,32.7507
648,GA,Schley,13249,-84.3149,32.262
649,GA,Rockdale,13247,-84.0267,33.6545
650,GA,Richmond,13245,-82.0735,33.3596
651,GA,Randolph,13243,-84.7542,31.7626
652,GA,Rabun,13241,-83.4021,34.8818
653,GA,Putnam,13237,-83.3728,33.3218
654,GA,Pulaski,13235,-83.4764,32.2328
655,GA,Polk,13233,-85.1881,34.0018
656,GA,Pike,13231,-84.3892,33.0922
657,GA,Pierce,13229,-82.2134,31.3589
658,GA,Pickens,13227,-84.4656,34.4643
659,GA,Peach,13225,-83.8268,32.5688
660,GA,Paulding,13223,-84.8672,33.9202
661,GA,Oglethorpe,13221,-83.0806,33.8807
662,GA,Oconee,13219,-83.437,33.8349
663,GA,Newton,13217,-83.8503,33.5551
664,GA,Muscogee,13215,-84.877,32.51
665,GA,Dodge,13091,-83.1684,32.1722
666,GA,Dooly,13093,-83.7987,32.1572
667,GA,Dougherty,13095,-84.2164,31.5333
668,GA,Douglas,13097,-84.7677,33.7015
669,GA,Early,13099,-84.9037,31.3228
670,GA,Echols,13101,-82.8939,30.7101
671,GA,Elbert,13105,-82.8403,34.117
672,GA,Emanuel,13107,-82.3018,32.5898
673,GA,Fannin,13111,-84.3197,34.8641
674,GA,Fayette,13113,-84.4941,33.414
675,GA,Floyd,13115,-85.2143,34.2632
676,GA,Forsyth,13117,-84.1253,34.2255
677,GA,Franklin,13119,-83.2292,34.3755
678,GA,Gilmer,13123,-84.4554,34.6915
679,GA,Glascock,13125,-82.6107,33.2293
680,GA,Gordon,13129,-84.8757,34.5034
681,GA,Grady,13131,-84.2344,30.8747
682,GA,Greene,13133,-83.1667,33.5788
683,GA,Gwinnett,13135,-84.0235,33.9617
684,GA,Habersham,13137,-83.5312,34.631
685,GA,Hall,13139,-83.8197,34.3168
686,GA,Hancock,13141,-83.001,33.2703
687,GA,Haralson,13143,-85.211,33.7943
688,GA,Harris,13145,-84.909,32.736
689,GA,Hart,13147,-82.964,34.3511
690,GA,Heard,13149,-85.1283,33.297
691,GA,Henry,13151,-84.1554,33.4534
692,GA,Houston,13153,-83.6662,32.459
693,GA,Irwin,13155,-83.2764,31.6023
694,GA,Jackson,13157,-83.5663,34.1339
695,GA,Clayton,13063,-84.3577,33.5419
696,GA,Jefferson,13163,-82.4181,33.0549
697,IN,Vanderburgh,18163,-87.5857,38.0254
698,IN,Union,18161,-84.9251,39.6255
699,IN,Tipton,18159,-86.0519,40.3114
700,IN,Tippecanoe,18157,-86.8941,40.3886
701,IN,Switzerland,18155,-85.037,38.8262
702,IN,Sullivan,18153,-87.4146,39.0888
703,IN,Steuben,18151,-85.0008,41.6439
704,IN,Starke,18149,-86.6478,41.281
705,IN,Spencer,18147,-87.0077,38.0142
706,IN,Shelby,18145,-85.7918,39.5236
707,IN,Scott,18143,-85.7474,38.6851
708,IN,St. Joseph,18141,-86.2898,41.6167
709,IN,Rush,18139,-85.4658,39.6199
710,IN,Washington,18175,-86.1053,38.6
711,IN,Randolph,18135,-85.0114,40.1576
712,IN,Putnam,18133,-86.845,39.6663
713,IN,Pulaski,18131,-86.6989,41.0419
714,IN,Posey,18129,-87.8684,38.0218
715,IN,Porter,18127,-87.0672,41.4605
716,IN,Pike,18125,-87.2322,38.3988
717,IN,Perry,18123,-86.638,38.0797
718,IN,Parke,18121,-87.2063,39.7736
719,IN,Owen,18119,-86.8376,39.3129
720,IN,Orange,18117,-86.4951,38.5418
721,IN,Ohio,18115,-84.965,38.9501
722,IN,Noble,18113,-85.4174,41.3986
723,IN,Newton,18111,-87.3975,40.9559
724,IN,Morgan,18109,-86.4462,39.4815
725,IN,Montgomery,18107,-86.8933,40.0404
726,IN,Monroe,18105,-86.5231,39.1609
727,IN,Miami,18103,-86.0451,40.7695
728,IN,Martin,18101,-86.8031,38.708
729,IA,Scott,19163,-90.6232,41.6371
730,IA,Sac,19161,-95.1055,42.3862
731,IA,Ringgold,19159,-94.244,40.7352
732,IA,Poweshiek,19157,-92.5315,41.6864
733,IA,Pottawattamie,19155,-95.5423,41.3364
734,IA,Polk,19153,-93.5734,41.6855
735,IA,Pocahontas,19151,-94.6788,42.7341
736,IA,Plymouth,19149,-96.2142,42.7378
737,IA,Palo Alto,19147,-94.6782,43.082
738,IA,Page,19145,-95.1502,40.7391
739,IA,Osceola,19143,-95.6237,43.3785
740,IA,O'Brien,19141,-95.625,43.0838
741,IA,Muscatine,19139,-91.1127,41.4839
742,IA,Montgomery,19137,-95.1563,41.0301
743,IA,Monroe,19135,-92.869,41.0297
744,IA,Monona,19133,-95.96,42.0516
745,IA,Mitchell,19131,-92.7891,43.3564
746,IA,Mills,19129,-95.6214,41.0332
747,IA,Marshall,19127,-92.9988,42.0358
748,IA,Marion,19125,-93.0995,41.3344
749,IA,Mahaska,19123,-92.6409,41.3351
750,IA,Madison,19121,-94.0155,41.3307
751,IA,Lyon,19119,-96.2103,43.3805
752,IA,Lucas,19117,-93.3277,41.0293
753,IA,Louisa,19115,-91.2597,41.2185
754,IA,Linn,19113,-91.5989,42.0789
755,IA,Lee,19111,-91.4792,40.642
756,IA,Kossuth,19109,-94.2067,43.2042
757,IA,Keokuk,19107,-92.1787,41.3364
758,IA,Johnson,19103,-91.5881,41.6715
759,IA,Jefferson,19101,-91.9489,41.0318
760,IA,Jackson,19097,-90.5742,42.1717
761,VA,Orange,51137,-78.0134,38.2463
762,VA,Rappahannock,51157,-78.1593,38.6845
763,VA,Rockingham,51165,-78.8758,38.5122
764,VA,Shenandoah,51171,-78.5704,38.8585
765,VA,Warren,51187,-78.2072,38.9087
766,VA,Albemarle,51003,-78.5565,38.0229
767,VA,Spotsylvania,51177,-77.6567,38.1854
768,VA,Augusta,51015,-79.1338,38.1646
769,VA,Frederick,51069,-78.2626,39.2046
770,VA,Greene,51079,-78.4669,38.2977
771,VA,Culpeper,51047,-77.9559,38.4861
772,VA,Clarke,51043,-77.9966,39.1122
773,VA,Madison,51113,-78.2792,38.4137
774,VA,Page,51139,-78.4841,38.62
775,WV,Morgan,54065,-78.2578,39.5604
776,WV,Jefferson,54037,-77.8628,39.3076
777,WV,Hardy,54031,-78.8579,39.0075
778,WV,Berkeley,54003,-78.0275,39.4641
779,MD,Carroll,24013,-77.0228,39.5631
780,MD,Howard,24027,-76.9315,39.251
781,VA,Loudoun,51107,-77.6357,39.0907
782,VA,Highland,51091,-79.5685,38.3623
783,WV,Pendleton,54071,-79.3509,38.6808
784,VA,Fauquier,51061,-77.8094,38.7386
785,MD,Allegany,24001,-78.6989,39.6215
786,WV,Mineral,54057,-78.9438,39.4147
787,WV,Grant,54023,-79.1955,39.1051
788,VA,City of Harrisonburg,51660,-78.8735,38.4362
789,VA,City of Waynesboro,51820,-78.9013,38.0673
790,VA,City of Winchester,51840,-78.1744,39.1733
791,VA,City of Staunton,51790,-79.0616,38.1587
792,GA,Murray,13213,-84.7481,34.7885
793,GA,Morgan,13211,-83.4924,33.5908
794,GA,Montgomery,13209,-82.5338,32.1746
795,GA,Monroe,13207,-83.9187,33.0141
796,GA,Mitchell,13205,-84.1942,31.2254
797,GA,Miller,13201,-84.7307,31.164
798,GA,Meriwether,13199,-84.6883,33.0407
799,GA,Marion,13197,-84.5246,32.3534
800,GA,Madison,13195,-83.209,34.1279
801,GA,McDuffie,13189,-82.4814,33.4829
802,GA,Lumpkin,13187,-84.0031,34.5722
803,GA,Lowndes,13185,-83.2677,30.8339
804,GA,Lincoln,13181,-82.4512,33.7936
805,GA,Laurens,13175,-82.9222,32.4637
806,GA,Lanier,13173,-83.0626,31.038
807,GA,Lamar,13171,-84.1394,33.0765
808,GA,Jones,13169,-83.5605,33.0251
809,GA,Johnson,13167,-82.6601,32.7015
810,GA,Jenkins,13165,-81.9636,32.7925
811,GA,Wilkinson,13319,-83.1713,32.8024
812,GA,Jeff Davis,13161,-82.637,31.8056
813,GA,Upson,13293,-84.2993,32.8812
814,GA,Macon,13193,-84.0425,32.3584
815,GA,Evans,13109,-81.8868,32.1568
816,GA,Lee,13177,-84.141,31.7796
817,GA,Taylor,13269,-84.2504,32.5556
818,GA,Brooks,13027,-83.5803,30.842
819,GA,Appling,13001,-82.289,31.7493
820,GA,Atkinson,13003,-82.88,31.2971
821,GA,Bacon,13005,-82.4527,31.5537
822,GA,Baker,13007,-84.4447,31.3262
823,GA,Baldwin,13009,-83.2498,33.069
824,GA,Banks,13011,-83.4974,34.3541
825,GA,Barrow,13013,-83.7126,33.9932
826,GA,Bartow,13015,-84.8405,34.2379
827,GA,Ben Hill,13017,-83.2206,31.7598
828,GA,Berrien,13019,-83.2297,31.2761
829,GA,Bibb,13021,-83.6979,32.8067
830,GA,Bleckley,13023,-83.3279,32.4344
831,GA,Brantley,13025,-81.9819,31.197
832,GA,Bulloch,13031,-81.7432,32.3969
833,GA,Burke,13033,-82.0008,33.0612
834,GA,Butts,13035,-83.9572,33.2891
835,GA,Calhoun,13037,-84.6249,31.5292
836,GA,Candler,13043,-82.0737,32.4035
837,GA,Carroll,13045,-85.0797,33.5828
838,GA,Catoosa,13047,-85.1381,34.9036
839,GA,Chattahoochee,13053,-84.787,32.347
840,GA,Chattooga,13055,-85.3454,34.475
841,GA,Cherokee,13057,-84.4764,34.2439
842,GA,Clarke,13059,-83.3675,33.9513
843,GA,Worth,13321,-83.851,31.5516
844,GA,Clinch,13065,-82.7063,30.9151
845,GA,Cobb,13067,-84.5767,33.9415
846,GA,Coffee,13069,-82.8493,31.5492
847,GA,Colquitt,13071,-83.7688,31.1884
848,GA,Columbia,13073,-82.264,33.5442
849,GA,Cook,13075,-83.4305,31.154
850,GA,Coweta,13077,-84.7633,33.3535
851,GA,Crawford,13079,-83.9864,32.7145
852,GA,Crisp,13081,-83.7681,31.923
853,GA,Dade,13083,-85.5045,34.8546
854,GA,Dawson,13085,-84.1704,34.4438
855,GA,DeKalb,13089,-84.2263,33.7715
856,MI,Alcona,26001,-83.5938,44.6854
857,MI,Wexford,26165,-85.5785,44.3384
858,MI,Iosco,26069,-83.636,44.3559
859,MI,Barry,26015,-85.309,42.595
860,MI,Branch,26023,-85.059,41.9161
861,MI,Calhoun,26025,-85.0055,42.2466
862,MI,Cass,26027,-85.9936,41.9153
863,MI,Clare,26035,-84.8478,43.9879
864,MI,Clinton,26037,-84.6015,42.9436
865,MI,Crawford,26039,-84.6103,44.6836
866,MI,Dickinson,26043,-87.8704,46.0091
867,MI,Eaton,26045,-84.8384,42.5961
868,MI,Genesee,26049,-83.7067,43.0217
869,MI,Gladwin,26051,-84.3882,43.9906
870,MI,Gratiot,26057,-84.6048,43.2927
871,MI,Hillsdale,26059,-84.593,41.8878
872,MI,Ingham,26065,-84.3736,42.5971
873,MI,Ionia,26067,-85.0746,42.9451
874,MI,Iron,26071,-88.5305,46.2087
875,MI,Isabella,26073,-84.8467,43.6406
876,MI,Jackson,26075,-84.4233,42.2485
877,MI,Kalamazoo,26077,-85.5311,42.2454
878,MI,Kalkaska,26079,-85.0902,44.6846
879,MI,Kent,26081,-85.5492,43.0322
880,MI,Lake,26085,-85.8017,43.99
881,MI,Lapeer,26087,-83.2218,43.0901
882,MI,Lenawee,26091,-84.0664,41.8951
883,MI,Livingston,26093,-83.9115,42.603
884,MI,Manistee,26101,-86.0571,44.3332
885,MI,Mecosta,26107,-85.3245,43.6409
886,MI,Midland,26111,-84.3879,43.6468
887,MI,Missaukee,26113,-85.0947,44.3373
888,MI,Montcalm,26117,-85.1524,43.311
889,MI,Montmorency,26119,-84.1273,45.0276
890,MI,Newaygo,26123,-85.8009,43.5542
891,MI,Oakland,26125,-83.3855,42.6604
892,MI,Ogemaw,26129,-84.1266,44.3349
893,MI,Osceola,26133,-85.3252,43.9899
894,MI,Oscoda,26135,-84.1297,44.6817
895,MI,Otsego,26137,-84.5988,45.0214
896,NC,Hoke,37093,-79.2371,35.0174
897,NC,Alamance,37001,-79.3995,36.044
898,NC,Alexander,37003,-81.1772,35.9211
899,NC,Alleghany,37005,-81.1286,36.4915
900,NC,Anson,37007,-80.1027,34.9738
901,NC,Ashe,37009,-81.501,36.4346
902,NC,Avery,37011,-81.9224,36.0766
903,NC,Buncombe,37021,-82.5302,35.6112
904,NC,Cabarrus,37025,-80.5519,35.3868
905,NC,Caswell,37033,-79.3337,36.3934
906,NC,Catawba,37035,-81.2144,35.6626
907,NC,Chatham,37037,-79.2553,35.7027
908,NC,Cherokee,37039,-84.0635,35.1339
909,NC,Clay,37043,-83.7502,35.0572
910,NC,Cleveland,37045,-81.5554,35.334
911,NC,Cumberland,37051,-78.8273,35.0485
912,NC,Davidson,37057,-80.2127,35.7932
913,NC,Davie,37059,-80.5446,35.9292
914,NC,Durham,37063,-78.8764,36.0359
915,NC,Edgecombe,37065,-77.5971,35.9129
916,NC,Forsyth,37067,-80.2563,36.1304
917,NC,Franklin,37069,-78.2857,36.0827
918,NC,Gaston,37071,-81.1801,35.2945
919,NC,Graham,37075,-83.8335,35.3502
920,NC,Granville,37077,-78.653,36.304
921,NC,Greene,37079,-77.6756,35.4852
922,NC,Guilford,37081,-79.789,36.0794
923,NC,Halifax,37083,-77.6519,36.2575
924,NC,Haywood,37087,-82.9822,35.5561
925,NC,Henderson,37089,-82.4799,35.3362
926,NC,Iredell,37097,-80.8736,35.8072
927,NC,Lee,37105,-79.1716,35.475
928,NC,Lincoln,37109,-81.2239,35.4862
929,NC,Macon,37113,-83.4221,35.1504
930,NC,Madison,37115,-82.7057,35.8581
931,NC,Mecklenburg,37119,-80.8328,35.2468
932,NC,Mitchell,37121,-82.1634,36.0133
933,NC,Montgomery,37123,-79.9054,35.3324
934,NC,Moore,37125,-79.4813,35.3107
935,NC,Yadkin,37197,-80.6653,36.1605
936,NC,Orange,37135,-79.1205,36.0614
937,NC,Person,37145,-78.9717,36.3901
938,NC,Pitt,37147,-77.3748,35.5935
939,NC,Randolph,37151,-79.806,35.7103
940,NC,Richmond,37153,-79.748,35.0059
941,NC,Robeson,37155,-79.1035,34.6401
942,NC,Rockingham,37157,-79.7751,36.3961
943,NC,Scotland,37165,-79.4805,34.8411
944,NC,Stanly,37167,-80.2507,35.312
945,NC,Stokes,37169,-80.2395,36.4018
946,NC,Surry,37171,-80.6882,36.4148
947,NC,Swain,37173,-83.4927,35.4867
948,NC,Transylvania,37175,-82.7983,35.2022
949,NC,Union,37179,-80.5307,34.9884
950,NC,Vance,37181,-78.4083,36.3648
951,NC,Wake,37183,-78.6504,35.7901
952,NC,Warren,37185,-78.1069,36.3966
953,NC,Watauga,37189,-81.6969,36.2313
954,NC,Wilkes,37193,-81.1638,36.2065
955,NC,Wilson,37195,-77.9185,35.7048
956,NC,Yancey,37199,-82.3076,35.8989
957,NC,Nash,37127,-77.9864,35.9672
958,NC,Rowan,37159,-80.5247,35.6396
959,OH,Adams,39001,-83.472,38.8457
960,OH,Allen,39003,-84.1057,40.7715
961,OH,Ashland,39005,-82.2707,40.846
962,OH,Athens,39009,-82.0452,39.3337
963,OH,Auglaize,39011,-84.2217,40.5609
964,OH,Belmont,39013,-80.9885,40.0158
965,OH,Brown,39015,-83.868,38.9344
966,OH,Butler,39017,-84.5755,39.4386
967,OH,Carroll,39019,-81.0897,40.5796
968,OH,Champaign,39021,-83.7696,40.1377
969,OH,Clark,39023,-83.7835,39.9168
970,OH,Wyandot,39175,-83.3044,40.8424
971,OH,Clinton,39027,-83.8084,39.415
972,OH,Columbiana,39029,-80.7775,40.7686
973,OH,Coshocton,39031,-81.92,40.3017
974,OH,Crawford,39033,-82.9197,40.8509
975,OH,Darke,39037,-84.6193,40.1333
976,OH,Defiance,39039,-84.4906,41.3239
977,OH,Delaware,39041,-83.0052,40.2785
978,OH,Fairfield,39045,-82.6305,39.7516
979,OH,Fayette,39047,-83.4561,39.5599
980,OH,Franklin,39049,-83.0093,39.9696
981,OH,Fulton,39051,-84.1301,41.6018
982,OH,Gallia,39053,-82.3169,38.8247
983,OH,Greene,39057,-83.8898,39.6915
984,OH,Guernsey,39059,-81.4942,40.0521
985,OH,Hamilton,39061,-84.5426,39.1954
986,OH,Hancock,39063,-83.6665,41.0019
987,OH,Hardin,39065,-83.6594,40.6615
988,OH,Harrison,39067,-81.0911,40.2938
989,OH,Henry,39069,-84.0682,41.3339
990,OH,Hocking,39073,-82.4792,39.497
991,OH,Holmes,39075,-81.9294,40.5612
992,OH,Huron,39077,-82.5984,41.1462
993,OH,Jackson,39079,-82.6184,39.0197
994,OH,Jefferson,39081,-80.761,40.385
995,OH,Knox,39083,-82.4216,40.3988
996,OH,Lawrence,39087,-82.5368,38.5985
997,OH,Licking,39089,-82.4835,40.0918
998,OH,Logan,39091,-83.7658,40.3885
999,OH,Lorain,39093,-82.1512,41.2955
1000,OH,Madison,39097,-83.3999,39.8941
1001,OH,Mahoning,39099,-80.7753,41.0146
1002,OH,Marion,39101,-83.1609,40.5873
1003,OH,Medina,39103,-81.8997,41.1176
1004,OH,Meigs,39105,-82.0229,39.0821
1005,OH,Mercer,39107,-84.6293,40.54
1006,OH,Miami,39109,-84.2289,40.0534
1007,OH,Monroe,39111,-81.0829,39.7274
1008,OH,Montgomery,39113,-84.2906,39.7545
1009,OH,Morgan,39115,-81.8527,39.6203
1010,OH,Morrow,39117,-82.7941,40.524
1011,OH,Muskingum,39119,-81.9444,39.9654
1012,OH,Noble,39121,-81.4556,39.766
1013,OH,Paulding,39125,-84.5801,41.1166
1014,OH,Perry,39127,-82.2361,39.7371
1015,OH,Pickaway,39129,-83.0243,39.642
1016,OH,Pike,39131,-83.0668,39.0774
1017,OH,Portage,39133,-81.1962,41.1676
1018,OH,Preble,39135,-84.6481,39.7416
1019,OH,Putnam,39137,-84.1317,41.0221
1020,OH,Richland,39139,-82.5365,40.7747
1021,OH,Ross,39141,-83.057,39.3376
1022,OH,Scioto,39145,-82.9928,38.804
1023,OH,Seneca,39147,-83.1277,41.1239
1024,OH,Shelby,39149,-84.2048,40.3315
1025,OH,Stark,39151,-81.3659,40.8138
1026,OH,Summit,39153,-81.5321,41.1259
1027,OH,Trumbull,39155,-80.7604,41.3174
1028,OH,Tuscarawas,39157,-81.4738,40.441
1029,OH,Union,39159,-83.3715,40.2995
1030,OH,Van Wert,39161,-84.5861,40.8554
1031,OH,Vinton,39163,-82.4854,39.251
1032,OH,Warren,39165,-84.1668,39.4277
1033,OH,Washington,39167,-81.4953,39.4553
1034,OH,Wayne,39169,-81.8883,40.8289
1035,OH,Williams,39171,-84.5882,41.5603
1036,OH,Wood,39173,-83.623,41.3617
1037,OH,Clermont,39025,-84.1522,39.0476
1038,OH,Highland,39071,-83.6009,39.1848
1039,SC,Abbeville,45001,-82.4587,34.2226
1040,SC,Allendale,45005,-81.3581,32.9881
1041,SC,Anderson,45007,-82.6379,34.5191
1042,SC,Bamberg,45009,-81.0542,33.2147
1043,SC,Cherokee,45021,-81.6204,35.0482
1044,SC,Chester,45023,-81.1595,34.6921
1045,SC,Chesterfield,45025,-80.1586,34.6398
1046,SC,Darlington,45031,-79.9577,34.3323
1047,SC,Edgefield,45037,-81.9666,33.7723
1048,SC,Fairfield,45039,-81.1212,34.3951
1049,SC,Greenwood,45047,-82.1259,34.1538
1050,SC,Kershaw,45055,-80.5903,34.3388
1051,SC,Lancaster,45057,-80.7054,34.6867
1052,SC,Laurens,45059,-82.006,34.4836
1053,SC,Lee,45061,-80.2545,34.1633
1054,SC,Lexington,45063,-81.2722,33.9022
1055,SC,McCormick,45065,-82.3099,33.8996
1056,SC,Marlboro,45069,-79.6786,34.602
1057,SC,Newberry,45071,-81.6001,34.2898
1058,SC,Richland,45079,-80.9031,34.0218
1059,SC,Saluda,45081,-81.7269,34.0061
1060,SC,Spartanburg,45083,-81.9907,34.9313
1061,SC,York,45091,-81.1845,34.9747
1062,SC,Union,45087,-81.6194,34.6892
1063,SC,Aiken,45003,-81.6348,33.5444
1064,NC,Johnston,37101,-78.3657,35.5176
1065,NC,Lenoir,37107,-77.6416,35.2393
1066,NC,Wayne,37191,-78.004,35.3638
1067,NC,Harnett,37085,-78.8693,35.3687
1068,NC,Sampson,37163,-78.3712,34.9915
1069,NC,Columbus,37047,-78.655,34.2655
1070,SC,Dillon,45033,-79.3789,34.3915
1071,SC,Marion,45067,-79.3625,34.0801
1072,SC,Calhoun,45017,-80.7802,33.6749
1073,SC,Florence,45041,-79.7028,34.0245
1074,SC,Sumter,45085,-80.3823,33.9162
1075,SC,Clarendon,45027,-80.2164,33.6658
1076,SC,Dorchester,45035,-80.4052,33.0795
1077,GA,Effingham,13103,-81.3407,32.3675
1078,SC,Orangeburg,45075,-80.8003,33.439
1079,SC,Williamsburg,45089,-79.7277,33.6199
1080,NC,Dare,37055,-75.8009,35.7715
1081,NC,Pamlico,37137,-76.7488,35.1407
1082,NC,Bladen,37017,-78.5632,34.6143
1083,GA,Decatur,13087,-84.7577,30.7994
1084,GA,Decatur,13087,-84.572,30.8815
1085,SC,Hampton,45049,-81.1406,32.7763
1086,SC,Charleston,45019,-80.1831,32.6714
1087,SC,Charleston,45019,-79.9439,32.8411
1088,GA,Seminole,13253,-84.8812,30.7935
1089,GA,Seminole,13253,-84.8681,30.9481
1090,OH,Lucas,39095,-83.6586,41.62
1091,OH,Ottawa,39123,-83.1467,41.5381
1092,OH,Geauga,39055,-81.1786,41.4995
1093,GA,Charlton,13049,-82.138,30.7818
1094,NC,Jones,37103,-77.3555,35.0222
1095,OH,Lake,39085,-81.237,41.6968
1096,OH,Sandusky,39143,-83.145,41.3565
1097,NC,Duplin,37061,-77.9333,34.9365
1098,GA,Quitman,13239,-85.0188,31.8674
1099,GA,Clay,13061,-84.9803,31.6264
1100,GA,Liberty,13179,-81.4998,31.8308
1101,GA,Fulton,13121,-84.4669,33.7903
1102,NC,McDowell,37111,-82.0487,35.6813
1103,NC,Polk,37149,-82.1696,35.2793
1104,NC,Rutherford,37161,-81.9202,35.4023
1105,NC,Jackson,37099,-83.1408,35.2874
1106,NC,Caldwell,37027,-81.5465,35.953
1107,NC,Burke,37023,-81.7045,35.7495
1108,OH,Ashtabula,39007,-80.7485,41.7074
1109,SC,Greenville,45045,-82.3708,34.8944
1110,SC,Oconee,45073,-83.0659,34.7535
1111,SC,Pickens,45077,-82.7254,34.8875
1112,GA,Camden,13039,-81.682,30.9335
1113,SC,Berkeley,45015,-79.9508,33.1978
1114,SC,Horry,45051,-78.9966,33.9215
1115,GA,Bryan,13029,-81.4474,32.0175
1116,SC,Colleton,45029,-80.668,32.8655
1117,GA,Chatham,13051,-81.1416,32.0099
1118,GA,Chatham,13051,-81.0394,31.9297
1119,GA,Long,13183,-81.746,31.7528
1120,OH,Cuyahoga,39035,-81.6587,41.4243
1121,OH,Erie,39043,-82.6178,41.3635
1122,GA,Glynn,13127,-81.5512,31.2365
1123,GA,McIntosh,13191,-81.4149,31.5007
1124,MS,Coahoma,28027,-90.6027,34.2292
1125,MS,Clay,28025,-88.7815,33.6557
1126,MS,Clarke,28023,-88.6894,32.0414
1127,MS,Claiborne,28021,-90.9118,31.9737
1128,MS,Choctaw,28019,-89.2484,33.3473
1129,MS,Chickasaw,28017,-88.9479,33.9208
1130,MS,Carroll,28015,-89.9202,33.4485
1131,MS,Calhoun,28013,-89.3364,33.9364
1132,MS,Bolivar,28011,-90.8804,33.7955
1133,MS,Pearl River,28109,-89.5898,30.7686
1134,MS,Alcorn,28003,-88.5803,34.8808
1135,MS,Yazoo,28163,-90.3965,32.7804
1136,TN,Overton,47133,-85.2881,36.345
1137,TN,Perry,47135,-87.859,35.6426
1138,AL,Crenshaw,1041,-86.3136,31.7315
1139,AL,Cullman,1043,-86.8676,34.132
1140,AL,Dale,1045,-85.611,31.4318
1141,AL,Dallas,1047,-87.1065,32.3258
1142,AL,DeKalb,1049,-85.8041,34.4598
1143,AL,Elmore,1051,-86.1492,32.5966
1144,AL,Escambia,1053,-87.1616,31.1262
1145,AL,Etowah,1055,-86.0348,34.0453
1146,AL,Fayette,1057,-87.7388,33.7212
1147,AL,Franklin,1059,-87.8438,34.4417
1148,AL,Geneva,1061,-85.839,31.095
1149,AL,Greene,1063,-87.9522,32.8531
1150,AL,Hale,1065,-87.6291,32.7627
1151,AL,Houston,1069,-85.3025,31.1532
1152,AL,Jefferson,1073,-86.8965,33.5543
1153,AL,Lamar,1075,-88.0969,33.7792
1154,AL,Lauderdale,1077,-87.6543,34.9015
1155,AL,Lawrence,1079,-87.311,34.522
