County,Population,Median household income,State Code,State,FIPS
Seminole County,8769,34905.0,GA,Georgia,13253.0
Spalding County,63873,40246.0,GA,Georgia,13255.0
Stephens County,25620,40315.0,GA,Georgia,13257.0
Stewart County,5868,21118.0,GA,Georgia,13259.0
Sumter County,31429,32758.0,GA,Georgia,13261.0
Talbot County,6490,34078.0,GA,Georgia,13263.0
Taliaferro County,1721,26306.0,GA,Georgia,13265.0
Tattnall County,25302,33980.0,GA,Georgia,13267.0
Taylor County,8401,28143.0,GA,Georgia,13269.0
Telfair County,16416,26449.0,GA,Georgia,13271.0
Terrell County,9213,28688.0,GA,Georgia,13273.0
Thomas County,44824,36641.0,GA,Georgia,13275.0
Tift County,40787,37653.0,GA,Georgia,13277.0
Toombs County,27210,33679.0,GA,Georgia,13279.0
Towns County,10800,37000.0,GA,Georgia,13281.0
Treutlen County,6762,38596.0,GA,Georgia,13283.0
Troup County,68867,41489.0,GA,Georgia,13285.0
Turner County,8338,31806.0,GA,Georgia,13287.0
Twiggs County,8509,30468.0,GA,Georgia,13289.0
Union County,21725,40799.0,GA,Georgia,13291.0
Upson County,26528,35774.0,GA,Georgia,13293.0
Walker County,68285,41632.0,GA,Georgia,13295.0
Walton County,86201,54453.0,GA,Georgia,13297.0
Ware County,35723,34909.0,GA,Georgia,13299.0
Warren County,5561,29176.0,GA,Georgia,13301.0
Washington County,20785,37932.0,GA,Georgia,13303.0
Wayne County,30046,38955.0,GA,Georgia,13305.0
Webster County,2720,37063.0,GA,Georgia,13307.0
Wheeler County,7956,27620.0,GA,Georgia,13309.0
White County,27791,40888.0,GA,Georgia,13311.0
Whitfield County,103456,40596.0,GA,Georgia,13313.0
Wilcox County,8972,32043.0,GA,Georgia,13315.0
Wilkes County,9991,32727.0,GA,Georgia,13317.0
Wilkinson County,9386,38485.0,GA,Georgia,13319.0
Worth County,21156,37974.0,GA,Georgia,13321.0
Hawaii County,191482,52108.0,HI,Hawaii,15001.0
Honolulu County,984178,74460.0,HI,Hawaii,15003.0
Kalawao County,85,66250.0,HI,Hawaii,15005.0
Kauai County,69691,65101.0,HI,Hawaii,15007.0
Maui County,160863,66476.0,HI,Hawaii,15009.0
Ada County,417501,56356.0,ID,Idaho,16001.0
Adams County,3880,39565.0,ID,Idaho,16003.0
Bannock County,83604,43779.0,ID,Idaho,16005.0
Bear Lake County,5939,48654.0,ID,Idaho,16007.0
Benewah County,9088,39863.0,ID,Idaho,16009.0
Bingham County,45407,50155.0,ID,Idaho,16011.0
Blaine County,21309,60088.0,ID,Idaho,16013.0
Boise County,6885,44238.0,ID,Idaho,16015.0
Bonner County,41066,42171.0,ID,Idaho,16017.0
Bonneville County,107788,50762.0,ID,Idaho,16019.0
Boundary County,10961,38961.0,ID,Idaho,16021.0
Butte County,2653,37891.0,ID,Idaho,16023.0
Camas County,1052,42614.0,ID,Idaho,16025.0
Canyon County,198921,42888.0,ID,Idaho,16027.0
Caribou County,6808,58021.0,ID,Idaho,16029.0
Cassia County,23369,45695.0,ID,Idaho,16031.0
Clark County,901,33672.0,ID,Idaho,16033.0
Clearwater County,8560,38837.0,ID,Idaho,16035.0
Custer County,4234,39457.0,ID,Idaho,16037.0
Elmore County,26175,43848.0,ID,Idaho,16039.0
Franklin County,12914,48133.0,ID,Idaho,16041.0
Fremont County,12945,47988.0,ID,Idaho,16043.0
Gem County,16731,40828.0,ID,Idaho,16045.0
Gooding County,15233,39930.0,ID,Idaho,16047.0
Idaho County,16312,38191.0,ID,Idaho,16049.0
Jefferson County,26792,51171.0,ID,Idaho,16051.0
Jerome County,22653,41630.0,ID,Idaho,16053.0
Kootenai County,145046,49403.0,ID,Idaho,16055.0
Latah County,38339,42439.0,ID,Idaho,16057.0
Lemhi County,7790,34329.0,ID,Idaho,16059.0
Lewis County,3812,36505.0,ID,Idaho,16061.0
Lincoln County,5260,43273.0,ID,Idaho,16063.0
Madison County,37916,32233.0,ID,Idaho,16065.0
Minidoka County,20279,44853.0,ID,Idaho,16067.0
Nez Perce County,39779,48160.0,ID,Idaho,16069.0
Oneida County,4245,41338.0,ID,Idaho,16071.0
Owyhee County,11364,33440.0,ID,Idaho,16073.0
Payette County,22700,44257.0,ID,Idaho,16075.0
Power County,7731,44779.0,ID,Idaho,16077.0
Shoshone County,12571,37665.0,ID,Idaho,16079.0
Teton County,10285,53474.0,ID,Idaho,16081.0
Twin Falls County,80004,44048.0,ID,Idaho,16083.0
Valley County,9720,48384.0,ID,Idaho,16085.0
Washington County,10025,34775.0,ID,Idaho,16087.0
Adams County,67081,45965.0,IL,Illinois,17001.0
Alexander County,7364,27265.0,IL,Illinois,17003.0
Bond County,17313,47946.0,IL,Illinois,17005.0
Boone County,53851,58248.0,IL,Illinois,17007.0
Brown County,6859,50739.0,IL,Illinois,17009.0
Bureau County,34115,50423.0,IL,Illinois,17011.0
Calhoun County,4999,53869.0,IL,Illinois,17013.0
Carroll County,14926,48631.0,IL,Illinois,17015.0
Cass County,13254,47434.0,IL,Illinois,17017.0
Champaign County,205766,46495.0,IL,Illinois,17019.0
Christian County,34200,45334.0,IL,Illinois,17021.0
Clark County,16159,50517.0,IL,Illinois,17023.0
Clay County,13582,44209.0,IL,Illinois,17025.0
Clinton County,37929,63236.0,IL,Illinois,17027.0
Coles County,53037,39588.0,IL,Illinois,17029.0
Cook County,5236393,55251.0,IL,Illinois,17031.0
Crawford County,19541,47468.0,IL,Illinois,17033.0
Cumberland County,10943,46061.0,IL,Illinois,17035.0
DeKalb County,104345,54101.0,IL,Illinois,17037.0
De Witt County,16388,53959.0,IL,Illinois,17039.0
Douglas County,19826,51810.0,IL,Illinois,17041.0
DuPage County,930412,79658.0,IL,Illinois,17043.0
Edgar County,17992,45691.0,IL,Illinois,17045.0
Edwards County,6649,44497.0,IL,Illinois,17047.0
Effingham County,34332,52224.0,IL,Illinois,17049.0
Fayette County,22136,43944.0,IL,Illinois,17051.0
Ford County,13835,49947.0,IL,Illinois,17053.0
Franklin County,39694,39512.0,IL,Illinois,17055.0
Fulton County,36323,46083.0,IL,Illinois,17057.0
Gallatin County,5385,39636.0,IL,Illinois,17059.0
Greene County,13502,42565.0,IL,Illinois,17061.0
Grundy County,50277,65887.0,IL,Illinois,17063.0
Hamilton County,8322,44159.0,IL,Illinois,17065.0
Hancock County,18738,47699.0,IL,Illinois,17067.0
Hardin County,4228,38838.0,IL,Illinois,17069.0
Henderson County,7042,47672.0,IL,Illinois,17071.0
Henry County,49883,53480.0,IL,Illinois,17073.0
Iroquois County,29053,47834.0,IL,Illinois,17075.0
Jackson County,59534,33871.0,IL,Illinois,17077.0
Jasper County,9635,54209.0,IL,Illinois,17079.0
Jefferson County,38578,43247.0,IL,Illinois,17081.0
Jersey County,22625,53271.0,IL,Illinois,17083.0
Jo Daviess County,22397,53221.0,IL,Illinois,17085.0
Johnson County,12829,42287.0,IL,Illinois,17087.0
Kane County,524886,70696.0,IL,Illinois,17089.0
Kankakee County,112221,52110.0,IL,Illinois,17091.0
Kendall County,120036,84385.0,IL,Illinois,17093.0
Knox County,52112,39976.0,IL,Illinois,17095.0
Lake County,702898,78026.0,IL,Illinois,17097.0
LaSalle County,112579,50633.0,IL,Illinois,17099.0
Lawrence County,16665,40841.0,IL,Illinois,17101.0
Lee County,35027,52379.0,IL,Illinois,17103.0
Livingston County,37689,54254.0,IL,Illinois,17105.0
Logan County,29956,50539.0,IL,Illinois,17107.0
McDonough County,32009,40314.0,IL,Illinois,17109.0
McHenry County,307357,77222.0,IL,Illinois,17111.0
McLean County,173114,62211.0,IL,Illinois,17113.0
Macon County,109193,47176.0,IL,Illinois,17115.0
Macoupin County,46844,51206.0,IL,Illinois,17117.0
Madison County,267356,53431.0,IL,Illinois,17119.0
Marion County,38665,42238.0,IL,Illinois,17121.0
Marshall County,12173,53423.0,IL,Illinois,17123.0
Mason County,14126,41567.0,IL,Illinois,17125.0
Massac County,15016,40977.0,IL,Illinois,17127.0
Menard County,12611,60486.0,IL,Illinois,17129.0
Mercer County,16107,54757.0,IL,Illinois,17131.0
Monroe County,33539,70859.0,IL,Illinois,17133.0
Montgomery County,29348,46966.0,IL,Illinois,17135.0
Morgan County,35129,45978.0,IL,Illinois,17137.0
Moultrie County,14927,49681.0,IL,Illinois,17139.0
Ogle County,52397,54849.0,IL,Illinois,17141.0
Peoria County,187112,51147.0,IL,Illinois,17143.0
Perry County,21810,42478.0,IL,Illinois,17145.0
Piatt County,16495,66261.0,IL,Illinois,17147.0
Pike County,16144,40588.0,IL,Illinois,17149.0
Pope County,4331,39223.0,IL,Illinois,17151.0
Pulaski County,5871,31980.0,IL,Illinois,17153.0
Putnam County,5822,56358.0,IL,Illinois,17155.0
Randolph County,33069,48158.0,IL,Illinois,17157.0
Richland County,16127,44127.0,IL,Illinois,17159.0
Rock Island County,147161,48817.0,IL,Illinois,17161.0
St. Clair County,267029,49895.0,IL,Illinois,17163.0
Saline County,24783,38258.0,IL,Illinois,17165.0
Sangamon County,199016,56167.0,IL,Illinois,17167.0
Schuyler County,7311,47723.0,IL,Illinois,17169.0
Scott County,5198,47222.0,IL,Illinois,17171.0
Shelby County,22115,47850.0,IL,Illinois,17173.0
Stark County,5859,50085.0,IL,Illinois,17175.0
Stephenson County,46625,45331.0,IL,Illinois,17177.0
Tazewell County,135697,58194.0,IL,Illinois,17179.0
Union County,17551,42606.0,IL,Illinois,17181.0
Vermilion County,80368,42977.0,IL,Illinois,17183.0
Wabash County,11652,47491.0,IL,Illinois,17185.0
Warren County,17701,43699.0,IL,Illinois,17187.0
Washington County,14457,53202.0,IL,Illinois,17189.0
Wayne County,16555,44993.0,IL,Illinois,17191.0
White County,14464,44648.0,IL,Illinois,17193.0
Whiteside County,57525,47401.0,IL,Illinois,17195.0
Will County,683995,76101.0,IL,Illinois,17197.0
Williamson County,67121,44453.0,IL,Illinois,17199.0
Winnebago County,290439,48225.0,IL,Illinois,17201.0
Woodford County,39106,65852.0,IL,Illinois,17203.0
Adams County,34642,48188.0,IN,Indiana,18001.0
Allen County,363453,49092.0,IN,Indiana,18003.0
Bartholomew County,79488,55050.0,IN,Indiana,18005.0
Benton County,8752,47046.0,IN,Indiana,18007.0
Blackford County,12476,38190.0,IN,Indiana,18009.0
Boone County,60511,67552.0,IN,Indiana,18011.0
Brown County,15011,54615.0,IN,Indiana,18013.0
Carroll County,20014,52005.0,IN,Indiana,18015.0
Cass County,38476,42290.0,IN,Indiana,18017.0
Clark County,113181,51699.0,IN,Indiana,18019.0
Clay County,26686,47602.0,IN,Indiana,18021.0
Clinton County,32835,48478.0,IN,Indiana,18023.0
Crawford County,10591,38695.0,IN,Indiana,18025.0
Daviess County,32411,47342.0,IN,Indiana,18027.0
Dearborn County,49679,58680.0,IN,Indiana,18029.0
Decatur County,26240,49799.0,IN,Indiana,18031.0
DeKalb County,42449,48341.0,IN,Indiana,18033.0
Delaware County,117335,38830.0,IN,Indiana,18035.0
Dubois County,42291,53513.0,IN,Indiana,18037.0
Elkhart County,200685,47913.0,IN,Indiana,18039.0
Fayette County,23773,39379.0,IN,Indiana,18041.0
Floyd County,75900,54914.0,IN,Indiana,18043.0
Fountain County,16888,46760.0,IN,Indiana,18045.0
Franklin County,22935,51748.0,IN,Indiana,18047.0
Fulton County,20527,45332.0,IN,Indiana,18049.0
Gibson County,33668,48303.0,IN,Indiana,18051.0
Grant County,68896,40294.0,IN,Indiana,18053.0
Greene County,32815,45397.0,IN,Indiana,18055.0
Hamilton County,296635,86222.0,IN,Indiana,18057.0
Hancock County,71328,66606.0,IN,Indiana,18059.0
Harrison County,39230,52128.0,IN,Indiana,18061.0
Hendricks County,153435,70163.0,IN,Indiana,18063.0
Henry County,49146,41855.0,IN,Indiana,18065.0
Howard County,82765,44226.0,IN,Indiana,18067.0
Huntington County,36863,46945.0,IN,Indiana,18069.0
Jackson County,43471,47000.0,IN,Indiana,18071.0
Jasper County,33448,55374.0,IN,Indiana,18073.0
Jay County,21255,41021.0,IN,Indiana,18075.0
Jefferson County,32453,45718.0,IN,Indiana,18077.0
Jennings County,28113,44736.0,IN,Indiana,18079.0
Johnson County,145645,62147.0,IN,Indiana,18081.0
Knox County,38062,42725.0,IN,Indiana,18083.0
Kosciusko County,77983,52821.0,IN,Indiana,18085.0
LaGrange County,38084,49964.0,IN,Indiana,18087.0
Lake County,491596,50135.0,IN,Indiana,18089.0
LaPorte County,111280,46872.0,IN,Indiana,18091.0
Lawrence County,45814,45875.0,IN,Indiana,18093.0
Madison County,130280,44195.0,IN,Indiana,18095.0
Marion County,926335,42168.0,IN,Indiana,18097.0
Marshall County,46962,48485.0,IN,Indiana,18099.0
Martin County,10262,44589.0,IN,Indiana,18101.0
Miami County,36211,45184.0,IN,Indiana,18103.0
Monroe County,142404,42404.0,IN,Indiana,18105.0
Montgomery County,38172,48213.0,IN,Indiana,18107.0
Morgan County,69403,55432.0,IN,Indiana,18109.0
Newton County,14057,46895.0,IN,Indiana,18111.0
Noble County,47546,49331.0,IN,Indiana,18113.0
Ohio County,6033,48780.0,IN,Indiana,18115.0
Orange County,19725,39812.0,IN,Indiana,18117.0
Owen County,21192,43948.0,IN,Indiana,18119.0
Parke County,17107,40781.0,IN,Indiana,18121.0
Perry County,19414,47470.0,IN,Indiana,18123.0
Pike County,12687,44399.0,IN,Indiana,18125.0
Porter County,166570,63926.0,IN,Indiana,18127.0
Posey County,25567,58101.0,IN,Indiana,18129.0
Pulaski County,13047,43836.0,IN,Indiana,18131.0
Putnam County,37650,51355.0,IN,Indiana,18133.0
Randolph County,25596,40810.0,IN,Indiana,18135.0
Ripley County,28612,51170.0,IN,Indiana,18137.0
Rush County,16991,45121.0,IN,Indiana,18139.0
St. Joseph County,267246,45471.0,IN,Indiana,18141.0
Scott County,23783,44442.0,IN,Indiana,18143.0
Shelby County,44441,53584.0,IN,Indiana,18145.0
Spencer County,20856,55247.0,IN,Indiana,18147.0
Starke County,23117,42208.0,IN,Indiana,18149.0
Steuben County,34267,48472.0,IN,Indiana,18151.0
Sullivan County,21111,45023.0,IN,Indiana,18153.0
Switzerland County,10500,44061.0,IN,Indiana,18155.0
Tippecanoe County,180952,45932.0,IN,Indiana,18157.0
Tipton County,15573,51613.0,IN,Indiana,18159.0
Union County,7299,44277.0,IN,Indiana,18161.0
Vanderburgh County,181305,43046.0,IN,Indiana,18163.0
Vermillion County,15860,43600.0,IN,Indiana,18165.0
Vigo County,108268,40313.0,IN,Indiana,18167.0
Wabash County,32358,45649.0,IN,Indiana,18169.0
Warren County,8367,56042.0,IN,Indiana,18171.0
Warrick County,60995,62185.0,IN,Indiana,18173.0
Washington County,27930,41289.0,IN,Indiana,18175.0
Wayne County,67866,38494.0,IN,Indiana,18177.0
Wells County,27796,51101.0,IN,Indiana,18179.0
White County,24388,52154.0,IN,Indiana,18181.0
Whitley County,33330,54389.0,IN,Indiana,18183.0
Adair County,7426,46526.0,IA,Iowa,19001.0
Adams County,3892,48043.0,IA,Iowa,19003.0
Allamakee County,14060,45890.0,IA,Iowa,19005.0
Appanoose County,12669,41394.0,IA,Iowa,19007.0
Audubon County,5869,46979.0,IA,Iowa,19009.0
Benton County,25803,60606.0,IA,Iowa,19011.0
Black Hawk County,132496,48369.0,IA,Iowa,19013.0
Boone County,26401,52985.0,IA,Iowa,19015.0
Bremer County,24539,62163.0,IA,Iowa,19017.0
Buchanan County,20998,56150.0,IA,Iowa,19019.0
Buena Vista County,20507,48195.0,IA,Iowa,19021.0
Butler County,14966,52360.0,IA,Iowa,19023.0
Calhoun County,9914,44921.0,IA,Iowa,19025.0
Carroll County,20629,50559.0,IA,Iowa,19027.0
Cass County,13590,43750.0,IA,Iowa,19029.0
Cedar County,18375,59047.0,IA,Iowa,19031.0
Cerro Gordo County,43481,46122.0,IA,Iowa,19033.0
Cherokee County,11853,48599.0,IA,Iowa,19035.0
Chickasaw County,12244,47040.0,IA,Iowa,19037.0
Clarke County,9280,43327.0,IA,Iowa,19039.0
Clay County,16537,50389.0,IA,Iowa,19041.0
Clayton County,17806,48007.0,IA,Iowa,19043.0
Clinton County,48365,50498.0,IA,Iowa,19045.0
Crawford County,17252,48084.0,IA,Iowa,19047.0
Dallas County,74892,76320.0,IA,Iowa,19049.0
Davis County,8742,48888.0,IA,Iowa,19051.0
Decatur County,8249,38560.0,IA,Iowa,19053.0
Delaware County,17507,58274.0,IA,Iowa,19055.0
Des Moines County,40208,44423.0,IA,Iowa,19057.0
Dickinson County,16967,57265.0,IA,Iowa,19059.0
Dubuque County,95906,54605.0,IA,Iowa,19061.0
Emmet County,9917,47795.0,IA,Iowa,19063.0
Fayette County,20589,44928.0,IA,Iowa,19065.0
Floyd County,16050,44797.0,IA,Iowa,19067.0
Franklin County,10489,48605.0,IA,Iowa,19069.0
Fremont County,7106,53324.0,IA,Iowa,19071.0
Greene County,9174,46898.0,IA,Iowa,19073.0
Grundy County,12407,56750.0,IA,Iowa,19075.0
Guthrie County,10740,51013.0,IA,Iowa,19077.0
Hamilton County,15297,49813.0,IA,Iowa,19079.0
Hancock County,11092,52981.0,IA,Iowa,19081.0
Hardin County,17393,51019.0,IA,Iowa,19083.0
Harrison County,14467,53567.0,IA,Iowa,19085.0
Henry County,20080,49321.0,IA,Iowa,19087.0
Howard County,9494,49869.0,IA,Iowa,19089.0
Humboldt County,9674,47252.0,IA,Iowa,19091.0
Ida County,7071,46993.0,IA,Iowa,19093.0
Iowa County,16344,59375.0,IA,Iowa,19095.0
Jackson County,19572,49028.0,IA,Iowa,19097.0
Jasper County,36726,55033.0,IA,Iowa,19099.0
Jefferson County,17318,42899.0,IA,Iowa,19101.0
Johnson County,139436,55700.0,IA,Iowa,19103.0
Jones County,20560,55060.0,IA,Iowa,19105.0
Keokuk County,10291,43838.0,IA,Iowa,19107.0
Kossuth County,15280,51496.0,IA,Iowa,19109.0
Lee County,35369,43312.0,IA,Iowa,19111.0
Linn County,216640,59322.0,IA,Iowa,19113.0
Louisa County,11271,51144.0,IA,Iowa,19115.0
Lucas County,8731,43962.0,IA,Iowa,19117.0
Lyon County,11723,57130.0,IA,Iowa,19119.0
Madison County,15644,60060.0,IA,Iowa,19121.0
Mahaska County,22396,48726.0,IA,Iowa,19123.0
Marion County,33248,54693.0,IA,Iowa,19125.0
Marshall County,40962,53351.0,IA,Iowa,19127.0
Mills County,14862,63979.0,IA,Iowa,19129.0
Mitchell County,10762,49488.0,IA,Iowa,19131.0
Monona County,9088,40302.0,IA,Iowa,19133.0
Monroe County,8002,46304.0,IA,Iowa,19135.0
Montgomery County,10465,42418.0,IA,Iowa,19137.0
Muscatine County,42913,53676.0,IA,Iowa,19139.0
O'Brien County,14092,55227.0,IA,Iowa,19141.0
Osceola County,6211,49448.0,IA,Iowa,19143.0
Page County,15660,43912.0,IA,Iowa,19145.0
Palo Alto County,9208,47113.0,IA,Iowa,19147.0
Plymouth County,24853,57130.0,IA,Iowa,19149.0
Pocahontas County,7127,45069.0,IA,Iowa,19151.0
Polk County,452369,60061.0,IA,Iowa,19153.0
Pottawattamie County,93213,51976.0,IA,Iowa,19155.0
Poweshiek County,18705,51006.0,IA,Iowa,19157.0
Ringgold County,5061,47042.0,IA,Iowa,19159.0
Sac County,10101,49572.0,IA,Iowa,19161.0
Scott County,169994,55114.0,IA,Iowa,19163.0
Shelby County,11992,50952.0,IA,Iowa,19165.0
Sioux County,34509,61627.0,IA,Iowa,19167.0
Story County,93586,50438.0,IA,Iowa,19169.0
Tama County,17479,55203.0,IA,Iowa,19171.0
Taylor County,6213,44246.0,IA,Iowa,19173.0
Union County,12575,44351.0,IA,Iowa,19175.0
Van Buren County,7432,45111.0,IA,Iowa,19177.0
Wapello County,35315,42095.0,IA,Iowa,19179.0
Warren County,47542,64447.0,IA,Iowa,19181.0
Washington County,22017,56390.0,IA,Iowa,19183.0
Wayne County,6384,43358.0,IA,Iowa,19185.0
Webster County,37295,42408.0,IA,Iowa,19187.0
Winnebago County,10614,47668.0,IA,Iowa,19189.0
Winneshiek County,20884,54429.0,IA,Iowa,19191.0
Woodbury County,102530,46720.0,IA,Iowa,19193.0
Worth County,7563,48459.0,IA,Iowa,19195.0
Wright County,12936,43698.0,IA,Iowa,19197.0
Allen County,13081,38698.0,KS,Kansas,20001.0
Anderson County,7896,40696.0,KS,Kansas,20003.0
Atchison County,16633,43581.0,KS,Kansas,20005.0
Barber County,4770,51811.0,KS,Kansas,20007.0
Barton County,27399,44013.0,KS,Kansas,20009.0
Bourbon County,14812,38280.0,KS,Kansas,20011.0
Brown County,9880,43724.0,KS,Kansas,20013.0
Butler County,66092,58897.0,KS,Kansas,20015.0
Chase County,2722,38707.0,KS,Kansas,20017.0
Chautauqua County,3520,37993.0,KS,Kansas,20019.0
Cherokee County,20952,41388.0,KS,Kansas,20021.0
Cheyenne County,2682,44500.0,KS,Kansas,20023.0
Clark County,2145,42589.0,KS,Kansas,20025.0
Clay County,8421,52066.0,KS,Kansas,20027.0
Cloud County,9339,39282.0,KS,Kansas,20029.0
Coffey County,8458,57433.0,KS,Kansas,20031.0
Comanche County,2010,45288.0,KS,Kansas,20033.0
Cowley County,36079,43860.0,KS,Kansas,20035.0
Crawford County,39304,36534.0,KS,Kansas,20037.0
Decatur County,2905,40657.0,KS,Kansas,20039.0
Dickinson County,19516,49096.0,KS,Kansas,20041.0
Doniphan County,7859,47209.0,KS,Kansas,20043.0
Douglas County,114967,50939.0,KS,Kansas,20045.0
Edwards County,2991,47303.0,KS,Kansas,20047.0
Elk County,2683,36458.0,KS,Kansas,20049.0
Ellis County,28993,45579.0,KS,Kansas,20051.0
Ellsworth County,6410,47736.0,KS,Kansas,20053.0
Finney County,37133,49227.0,KS,Kansas,20055.0
Ford County,34714,50777.0,KS,Kansas,20057.0
Franklin County,25753,51081.0,KS,Kansas,20059.0
Geary County,36787,43992.0,KS,Kansas,20061.0
Gove County,2735,46364.0,KS,Kansas,20063.0
Graham County,2593,43826.0,KS,Kansas,20065.0
Grant County,7816,55432.0,KS,Kansas,20067.0
Gray County,6065,61000.0,KS,Kansas,20069.0
Greeley County,1224,47750.0,KS,Kansas,20071.0
Greenwood County,6393,38838.0,KS,Kansas,20073.0
Hamilton County,2586,45114.0,KS,Kansas,20075.0
Harper County,5861,43973.0,KS,Kansas,20077.0
Harvey County,34835,51327.0,KS,Kansas,20079.0
Haskell County,4130,56484.0,KS,Kansas,20081.0
Hodgeman County,1939,54856.0,KS,Kansas,20083.0
Jackson County,13400,54077.0,KS,Kansas,20085.0
Jefferson County,18898,57236.0,KS,Kansas,20087.0
Jewell County,3038,40553.0,KS,Kansas,20089.0
Johnson County,566814,76113.0,KS,Kansas,20091.0
Kearny County,3952,50506.0,KS,Kansas,20093.0
Kingman County,7790,50844.0,KS,Kansas,20095.0
Kiowa County,2536,43963.0,KS,Kansas,20097.0
Labette County,21048,41439.0,KS,Kansas,20099.0
Lane County,1674,56507.0,KS,Kansas,20101.0
Leavenworth County,78227,63726.0,KS,Kansas,20103.0
Lincoln County,3154,44276.0,KS,Kansas,20105.0
Linn County,9528,46964.0,KS,Kansas,20107.0
Logan County,2793,46875.0,KS,Kansas,20109.0
Lyon County,33462,40021.0,KS,Kansas,20111.0
McPherson County,29252,56128.0,KS,Kansas,20113.0
Marion County,12290,45927.0,KS,Kansas,20115.0
Marshall County,10005,45374.0,KS,Kansas,20117.0
Meade County,4383,52250.0,KS,Kansas,20119.0
Miami County,32688,60966.0,KS,Kansas,20121.0
Mitchell County,6296,48217.0,KS,Kansas,20123.0
Montgomery County,34184,41083.0,KS,Kansas,20125.0
Morris County,5750,47089.0,KS,Kansas,20127.0
Morton County,3106,46028.0,KS,Kansas,20129.0
Nemaha County,10159,48653.0,KS,Kansas,20131.0
Neosho County,16423,43195.0,KS,Kansas,20133.0
Ness County,3077,44904.0,KS,Kansas,20135.0
Norton County,5590,47852.0,KS,Kansas,20137.0
Osage County,16080,49915.0,KS,Kansas,20139.0
Osborne County,3782,40216.0,KS,Kansas,20141.0
Ottawa County,6048,52479.0,KS,Kansas,20143.0
Pawnee County,6911,43250.0,KS,Kansas,20145.0
Phillips County,5501,44170.0,KS,Kansas,20147.0
Pottawatomie County,22625,60216.0,KS,Kansas,20149.0
Pratt County,9739,49550.0,KS,Kansas,20151.0
Rawlins County,2545,41579.0,KS,Kansas,20153.0
Reno County,64058,45288.0,KS,Kansas,20155.0
Republic County,4806,40449.0,KS,Kansas,20157.0
Rice County,10014,48460.0,KS,Kansas,20159.0
Riley County,75022,44437.0,KS,Kansas,20161.0
Rooks County,5186,43558.0,KS,Kansas,20163.0
Rush County,3184,38854.0,KS,Kansas,20165.0
Russell County,6988,41102.0,KS,Kansas,20167.0
Saline County,55735,47801.0,KS,Kansas,20169.0
Scott County,4928,51850.0,KS,Kansas,20171.0
Sedgwick County,506529,50657.0,KS,Kansas,20173.0
Seward County,23274,47134.0,KS,Kansas,20175.0
Shawnee County,178792,50378.0,KS,Kansas,20177.0
Sheridan County,2531,49750.0,KS,Kansas,20179.0
Sherman County,6054,39029.0,KS,Kansas,20181.0
Smith County,3740,43848.0,KS,Kansas,20183.0
Stafford County,4320,47377.0,KS,Kansas,20185.0
Stanton County,2149,43780.0,KS,Kansas,20187.0
Stevens County,5772,55433.0,KS,Kansas,20189.0
Sumner County,23638,50141.0,KS,Kansas,20191.0
Thomas County,7925,48504.0,KS,Kansas,20193.0
Trego County,2951,54000.0,KS,Kansas,20195.0
Wabaunsee County,6997,54688.0,KS,Kansas,20197.0
Wallace County,1595,47279.0,KS,Kansas,20199.0
Washington County,5686,45159.0,KS,Kansas,20201.0
Wichita County,2204,57171.0,KS,Kansas,20203.0
Wilson County,9061,40306.0,KS,Kansas,20205.0
Woodson County,3211,35787.0,KS,Kansas,20207.0
Wyandotte County,160806,40113.0,KS,Kansas,20209.0
Adair County,18852,33362.0,KY,Kentucky,21001.0
Allen County,20355,41326.0,KY,Kentucky,21003.0
Anderson County,21761,53974.0,KY,Kentucky,21005.0
Ballard County,8256,42244.0,KY,Kentucky,21007.0
Barren County,42925,38370.0,KY,Kentucky,21009.0
Bath County,11978,33483.0,KY,Kentucky,21011.0
Bell County,27950,22443.0,KY,Kentucky,21013.0
Boone County,124617,66730.0,KY,Kentucky,21015.0
Bourbon County,20013,45208.0,KY,Kentucky,21017.0
Boyd County,48917,42319.0,KY,Kentucky,21019.0
Boyle County,29388,39704.0,KY,Kentucky,21021.0
Bracken County,8425,36327.0,KY,Kentucky,21023.0
Breathitt County,13591,25817.0,KY,Kentucky,21025.0
Breckinridge County,20061,43479.0,KY,Kentucky,21027.0
Bullitt County,76961,55975.0,KY,Kentucky,21029.0
Butler County,12835,33536.0,KY,Kentucky,21031.0
Caldwell County,12826,42537.0,KY,Kentucky,21033.0
Calloway County,38106,37034.0,KY,Kentucky,21035.0
Campbell County,91475,54621.0,KY,Kentucky,21037.0
Carlisle County,4984,38829.0,KY,Kentucky,21039.0
Carroll County,10830,41439.0,KY,Kentucky,21041.0
Carter County,27326,36696.0,KY,Kentucky,21043.0
Casey County,15954,32341.0,KY,Kentucky,21045.0
Christian County,74159,39521.0,KY,Kentucky,21047.0
Clark County,35657,47959.0,KY,Kentucky,21049.0
Clay County,21300,21549.0,KY,Kentucky,21051.0
Clinton County,10188,28025.0,KY,Kentucky,21053.0
Crittenden County,9222,35316.0,KY,Kentucky,21055.0
Cumberland County,6807,32019.0,KY,Kentucky,21057.0
Daviess County,98173,45989.0,KY,Kentucky,21059.0
Edmonson County,12105,41710.0,KY,Kentucky,21061.0
Elliott County,7725,28224.0,KY,Kentucky,21063.0
Estill County,14476,29770.0,KY,Kentucky,21065.0
Fayette County,308306,49778.0,KY,Kentucky,21067.0
Fleming County,14544,35469.0,KY,Kentucky,21069.0
